name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,loan_approved_label
Christine Aguilar,West Jacquelineshire,93956,676,34367,10,70.0,True,Approved
Christian Smith,Josephstad,144344,823,26455,10,95.0,True,Approved
Nicole Scott,West Rachael,100912,702,8809,18,85.0,True,Approved
Jeremy Faulkner,Harrisville,34705,342,26392,6,20.0,False,Rejected
Shelly Gonzalez,Marissaborough,110931,610,24654,29,70.0,True,Approved
Mark Knight,Jaytown,38968,617,1810,13,55.0,False,Rejected
Shannon Clark,Cortezmouth,60771,700,40440,10,60.0,True,Approved
Karen Carlson,North Christina,112727,300,3044,39,60.0,True,Approved
Adam Hill,West Seanshire,119705,463,7372,3,50.0,False,Rejected
Matthew Maddox,Charleschester,67667,322,20494,2,30.0,False,Rejected
Elizabeth Baker,North Samantha,59817,331,32228,11,35.0,False,Rejected
Brandon Young,Josephshire,127880,791,5147,9,90.0,True,Approved
James Bennett,South Ryanmouth,41846,722,12470,0,40.0,False,Rejected
Diana Campbell,Harrisview,86881,324,44990,17,40.0,False,Rejected
Chelsea Norris,Lake Bradleyshire,42903,745,37630,31,60.0,True,Approved
Michelle Newton,Michaelstad,129663,767,31964,34,90.0,True,Approved
Matthew Watson,West Jill,113066,655,27673,11,70.0,True,Approved
Jacqueline Lucero,Dylanfort,122260,717,24614,27,80.0,True,Approved
David Taylor,Debbiemouth,144370,468,3802,21,60.0,True,Approved
Shannon Weber,Amberburgh,43173,442,14488,25,30.0,False,Rejected
Jason Rodriguez,New Daletown,88153,560,37074,10,40.0,False,Rejected
Melinda French,Wilsonstad,51805,704,35283,25,60.0,True,Approved
Gregory Russell,East Daniellemouth,120964,459,46478,12,50.0,False,Rejected
Stephanie Costa,South Drewland,69251,613,16848,25,60.0,True,Approved
Daniel Little,North Allen,148413,602,8934,13,75.0,True,Approved
Ricardo Jones,Shaunville,33794,732,24430,25,50.0,False,Rejected
Kyle Cooper,Jaredchester,36028,789,42629,39,60.0,True,Approved
Meghan Rowland,Florestown,72516,561,46916,30,35.0,False,Rejected
Janet Ryan,South Haleystad,134352,802,2790,24,100.0,True,Approved
John Bullock,Kingland,37355,384,17081,40,25.0,False,Rejected
Jordan Curry,New Tracey,68452,335,22159,19,40.0,False,Rejected
Michele Hayes,Davisberg,76984,328,34180,28,40.0,False,Rejected
Christopher Hill,Solisside,79131,349,17593,37,50.0,False,Rejected
Jose Thompson,Carterburgh,86450,340,20024,38,50.0,False,Rejected
Brian Moore,East Timothybury,49080,305,26382,11,25.0,False,Rejected
Amanda White,Michelleshire,62007,805,15990,28,80.0,True,Approved
Carlos Irwin,South Tylerchester,99621,321,47426,33,40.0,False,Rejected
Isabella Stephens,Wellsview,84008,746,37522,27,75.0,True,Approved
Brandon Rich,Thomashaven,104177,549,10012,7,55.0,False,Rejected
Brandon Lopez,South Donna,119364,682,37527,16,75.0,True,Approved
Wesley Douglas,Wilsonton,133877,537,14267,9,50.0,False,Rejected
Paul Myers,Briantown,53600,415,35377,17,35.0,False,Rejected
Alexa Beard,West Samantha,52280,791,14995,12,75.0,True,Approved
Karen Lewis,South Angela,52946,372,10575,8,40.0,False,Rejected
Brianna Hodges,Palmerland,40350,468,17191,40,25.0,False,Rejected
Sara Ward,Port Jose,109887,361,29303,2,40.0,False,Rejected
Phyllis Johnson,Peterbury,144142,430,32415,39,55.0,False,Rejected
Katrina Russell,East Carol,80140,594,33580,4,45.0,False,Rejected
Andre Jones,Lake Patriciaberg,111226,340,25216,17,55.0,False,Rejected
John Roman,Kevinside,119539,634,21194,30,70.0,True,Approved
Jasmin Pitts,South Matthew,61566,801,23440,34,80.0,True,Approved
Lynn King,Sarahport,95230,825,15931,20,90.0,True,Approved
Erika Allen,West Teresa,149646,496,22954,33,55.0,False,Rejected
Diana Harper,Port Chloe,106435,442,46110,18,45.0,False,Rejected
Michael Marquez,Jamesmouth,48758,832,12364,7,65.0,True,Approved
Sherri Little,New Kristy,60433,645,12998,31,60.0,True,Approved
Judy Peterson,Catherineview,90443,427,25678,35,45.0,False,Rejected
Mrs. Chelsea Villa,Gibsonside,113611,583,34496,36,65.0,True,Approved
Derek Jarvis,Larsonfort,63289,747,26354,20,70.0,True,Approved
Christopher Ward,North Melanieview,90236,410,36945,34,40.0,False,Rejected
Richard Frost,Harrisshire,63466,361,1645,7,45.0,False,Rejected
Marcus Ramirez,Allenbury,117404,573,37216,22,50.0,False,Rejected
Brittany Spencer,Kathrynburgh,31231,692,14313,34,50.0,False,Rejected
Tiffany Davis,Lisaville,147821,397,17134,26,55.0,False,Rejected
Joe Martin,East Joshua,135464,303,16648,19,55.0,False,Rejected
Scott Atkinson,Lewisville,90981,383,27773,28,45.0,False,Rejected
Patrick Cruz,Johnsonview,148123,510,45126,31,50.0,False,Rejected
Shaun Peterson,South Williamfurt,67700,752,40751,13,70.0,True,Approved
Michael Burke,Jacksonfurt,118815,512,15282,20,55.0,False,Rejected
Donald Espinoza,South Caroline,101643,780,2590,36,95.0,True,Approved
Michael Chavez,South Ashleystad,50706,690,2343,31,75.0,True,Approved
Jeremy Coleman,Scottbury,39681,575,25025,16,25.0,False,Rejected
Christopher Nash,Port Barry,87898,690,24892,3,60.0,True,Approved
Ann Moon,New Heatherton,75293,556,6194,33,55.0,False,Rejected
Jody Carter,Ramirezburgh,107014,534,27834,19,50.0,False,Rejected
Austin Wiggins,New Diamondburgh,69210,595,36909,30,50.0,False,Rejected
Stephanie Young,New Jennifer,113746,368,7652,17,60.0,True,Approved
Philip Cummings,New Sarah,85615,551,1573,20,55.0,False,Rejected
Pamela Palmer,New Williamton,120480,703,9844,10,85.0,True,Approved
Christopher Anderson,Audreyview,62780,773,17108,29,75.0,True,Approved
Brian Wright,North Tonyaberg,89878,300,19822,29,50.0,False,Rejected
Katherine Webster,Onealmouth,140795,832,24195,38,95.0,True,Approved
Sara Sullivan,Alexandrachester,69599,470,33974,31,35.0,False,Rejected
Andrew Jones,Meaganville,56111,722,26072,24,60.0,True,Approved
Alexander Freeman,East Ryanberg,80422,760,39694,8,70.0,True,Approved
Elizabeth Sanchez,East Rebeccaview,141848,798,27164,29,90.0,True,Approved
Jacqueline Harris,South Susan,93335,551,10537,40,50.0,False,Rejected
Elizabeth Brown,Blankenshipchester,43979,379,40206,18,25.0,False,Rejected
Jose Woods,Jonesmouth,61091,498,21338,32,40.0,False,Rejected
Willie Thomas,Brianhaven,79986,523,42331,33,40.0,False,Rejected
Jerry Cook,Reedmouth,104963,591,25115,3,60.0,True,Approved
Laurie Stephenson,Hamiltonhaven,77049,337,44667,35,40.0,False,Rejected
Lacey Jones,Port Nicholas,105341,750,48936,40,80.0,True,Approved
Charles Herman,New Patrickfurt,68780,525,3745,2,40.0,False,Rejected
Troy Lee,South Lauren,121655,455,28978,35,55.0,False,Rejected
Wanda Clark,East Micheleview,68696,794,5331,14,85.0,True,Approved
William Buckley,Wilsonmouth,32875,650,41422,23,40.0,False,Rejected
Tina Scott,Crystalmouth,138794,839,11197,37,100.0,True,Approved
Diana Wheeler,East Lisa,116275,744,32679,17,85.0,True,Approved
Jordan Porter,Williamsshire,81879,607,17884,6,60.0,True,Approved
Kristen Richard,East Steven,65976,456,7461,34,45.0,False,Rejected
Jennifer Ross,Kerrybury,31061,466,41832,30,25.0,False,Rejected
Mary Hampton,South Richardchester,104177,457,28146,30,50.0,False,Rejected
Felicia Wood,Joefort,143386,705,39562,13,75.0,True,Approved
Samuel Mitchell,West Erik,119889,634,39892,24,65.0,True,Approved
Ashlee Miller,East Amberfort,132014,394,46703,9,45.0,False,Rejected
April Thompson MD,Erikastad,127605,389,3649,10,60.0,True,Approved
Erin Williams,North Christinaborough,36428,474,26615,31,25.0,False,Rejected
Kevin Gilbert,Port Cheyenneberg,149356,366,31299,38,55.0,False,Rejected
Brooke Parsons,South Catherineport,109482,332,26781,21,55.0,False,Rejected
Melissa Patrick,Stephanieport,127671,600,43827,25,65.0,True,Approved
Timothy Bauer,Elizabethborough,95107,546,31230,9,40.0,False,Rejected
Brittany Bolton,East Jennifer,139161,589,22805,20,70.0,True,Approved
Michelle Graham,Lake Elizabethside,148509,609,47472,13,65.0,True,Approved
Mary Diaz,Leeland,148349,350,3056,16,60.0,True,Approved
Robert Ford,Bowersmouth,67512,760,9709,20,80.0,True,Approved
Michelle Barrett,North Misty,131677,468,17423,26,55.0,False,Rejected
Shawn Cook,East Johnfort,134708,584,14255,11,70.0,True,Approved
Randy Welch,Laurenstad,60162,645,1179,6,60.0,True,Approved
Dr. Jonathan Clark,Erinhaven,109569,580,35791,25,65.0,True,Approved
Wendy Salazar,South Kayla,135110,340,30815,37,55.0,False,Rejected
Kimberly Campos,West Marvinchester,76179,364,32097,26,40.0,False,Rejected
Suzanne Lynch,West Mary,58705,528,30443,16,35.0,False,Rejected
Matthew Williams,Lake Rebecca,113442,560,26874,16,55.0,False,Rejected
Daryl Walker,Allentown,54920,740,4130,4,75.0,True,Approved
Denise Olsen,Smithport,111381,352,33547,37,50.0,False,Rejected
Matthew Roberts,Port Jimmyfurt,62850,636,12615,34,60.0,True,Approved
Alexis Jordan,Deborahfort,118835,321,7518,8,55.0,False,Rejected
Monique Jackson,Emilychester,129035,465,28947,13,55.0,False,Rejected
Heather Hubbard,Kyleside,124493,370,5995,9,55.0,False,Rejected
Sarah Smith,North Kimberly,130593,576,12729,7,55.0,False,Rejected
Gail Mason,Dixonfort,116400,584,6457,22,75.0,True,Approved
Heather Hughes,New Sierra,119241,318,41654,5,45.0,False,Rejected
Carla Peterson DDS,South Vickie,139882,659,2952,21,75.0,True,Approved
Rebecca Reynolds,Lewisborough,47927,795,39427,4,50.0,False,Rejected
Natasha Davenport,Grantmouth,112345,696,22116,23,80.0,True,Approved
Andrew Chavez,New Michaelstad,42735,646,28232,0,25.0,False,Rejected
Shannon Miller,New Abigailville,148410,439,32026,31,55.0,False,Rejected
Kristen Juarez,New Lisamouth,112242,551,21451,34,55.0,False,Rejected
Elaine Trevino,West Elizabethberg,114717,564,25876,9,50.0,False,Rejected
Samuel Zavala,Charlesport,35167,607,27664,1,25.0,False,Rejected
Dustin Lopez,Port Derrickhaven,70492,402,24758,7,35.0,False,Rejected
Dennis Cook,East Barbarashire,133364,380,16172,3,45.0,False,Rejected
Ryan Pierce,Port Jennifershire,87779,604,37199,19,55.0,False,Rejected
Jamie Galvan,Samanthachester,34373,395,44115,21,25.0,False,Rejected
Leah Rodriguez,Williamsstad,105965,715,36518,6,70.0,True,Approved
Kevin Hoffman,North Matthew,77823,489,43499,36,40.0,False,Rejected
Ashley Burnett,Robinsonberg,125991,473,49356,32,50.0,False,Rejected
Jason Maldonado,Barbaraborough,47224,804,36885,15,65.0,True,Approved
Daniel Estrada,Port Allison,41813,652,9926,25,50.0,False,Rejected
Jennifer Lane,Johnville,149226,730,17711,38,80.0,True,Approved
Dr. Jared Lee III,New Jack,68680,422,44976,15,35.0,False,Rejected
Andrew Bolton,Lake Charlesfurt,72823,436,15295,17,45.0,False,Rejected
Laura Pearson,Port Heatherchester,127973,409,23371,13,55.0,False,Rejected
Charles Wong,Port Miguelchester,84460,687,44222,33,65.0,True,Approved
Jill Harris,East Paul,53021,492,44637,15,35.0,False,Rejected
Travis Kim III,Fordton,56318,361,31064,33,35.0,False,Rejected
Jason Keith,West Joshua,47322,736,1902,30,65.0,True,Approved
Kendra Willis,Kevinbury,133089,760,14167,17,90.0,True,Approved
Tracey Nelson,Walkerberg,100701,317,16363,31,55.0,False,Rejected
William Arnold,North Joseph,144879,679,35211,16,80.0,True,Approved
Denise Barrett,Julietown,77953,364,38169,6,35.0,False,Rejected
Douglas Pacheco,Lake Tyler,99579,841,1220,9,90.0,True,Approved
Erin Norris,Bradleytown,95771,792,13675,11,85.0,True,Approved
Eric Duran,Heatherview,149732,504,42212,25,50.0,False,Rejected
Toni Cunningham,Codyfort,65720,500,17048,20,40.0,False,Rejected
George Ruiz,New Mathew,138851,533,29234,35,55.0,False,Rejected
Billy Cunningham,East Robert,51567,344,14432,29,40.0,False,Rejected
Zachary Jones,Higginsbury,63681,519,15317,23,45.0,False,Rejected
David Hull,Martinezview,149806,760,14702,5,90.0,True,Approved
David Wilson,Kylieside,138093,546,3894,30,60.0,True,Approved
Kimberly Sandoval,Port Tracyborough,93156,721,22675,6,70.0,True,Approved
Kevin Buckley,Aaronstad,135708,665,30645,35,70.0,True,Approved
Alyssa Davis,Lake Joshuaburgh,68684,460,16349,2,35.0,False,Rejected
Christina Clark,West Steven,127853,760,15786,39,90.0,True,Approved
Bruce Barr,West Courtney,144084,606,46007,27,65.0,True,Approved
Arthur Santana,Grayburgh,74396,683,3302,34,75.0,True,Approved
Ryan Fisher,Port Ericland,135412,457,28200,6,50.0,False,Rejected
Michael Martin,Oliviaburgh,45095,845,44287,36,65.0,True,Approved
Jerry Jackson,Ramirezview,91385,519,49065,1,25.0,False,Rejected
Edward Barton,Hoshire,39869,418,46515,8,20.0,False,Rejected
Crystal Graves,New Timothyshire,48449,438,4462,33,40.0,False,Rejected
Shawn Lindsey,North William,128848,375,16826,34,55.0,False,Rejected
Gina Medina,Joseside,59571,439,12685,2,35.0,False,Rejected
Samuel Harris,Lake Daisy,142740,830,10687,39,100.0,True,Approved
Javier Schultz,Lake Kathleenmouth,118647,468,45652,17,50.0,False,Rejected
Gail Johnson MD,Port Elizabethtown,124924,331,6481,20,60.0,True,Approved
Patrick Walsh,North Haileyfort,118395,400,29768,34,50.0,False,Rejected
Amy Mccoy,Lake Edwardstad,82089,620,25841,7,55.0,False,Rejected
Kathy Roberts,Joseland,140853,451,40344,36,50.0,False,Rejected
Donna Boyd,East Gregoryport,135458,813,41740,2,80.0,True,Approved
John Hunter,Johnsonton,103048,302,44387,16,45.0,False,Rejected
Jamie Fields,West Jenniferview,77942,842,10827,25,90.0,True,Approved
Bryce Gutierrez,Williammouth,41836,678,44340,3,40.0,False,Rejected
Roberto Glover,Blairside,133636,340,41961,30,50.0,False,Rejected
Daniel Ortiz,Montgomerytown,81717,838,13108,8,85.0,True,Approved
Derek Williams,Port Peterhaven,31824,427,37424,33,25.0,False,Rejected
Deborah Quinn,New Stacy,64663,810,17319,33,80.0,True,Approved
Nathan Lopez,South Josephberg,100329,367,10273,25,55.0,False,Rejected
Elizabeth Jackson,Rickeyburgh,46199,321,16906,26,30.0,False,Rejected
Bianca Bowen,Lewisport,89609,557,6384,29,55.0,False,Rejected
Samantha Carter,Moorestad,78311,597,3773,11,70.0,True,Approved
Daryl Lowe,Amyburgh,118188,600,13561,1,55.0,False,Rejected
Julie Parker,Michellehaven,128174,843,34109,1,75.0,True,Approved
Monica Richardson,Port Toni,118125,639,48546,8,55.0,False,Rejected
Ronald Brown,Benjaminton,64362,598,16651,13,55.0,False,Rejected
Christine Hubbard,Jameshaven,106619,563,39477,20,50.0,False,Rejected
Barbara Chandler,Port Curtis,79941,396,47616,38,40.0,False,Rejected
John Johns,New Brandonborough,137795,546,39883,5,45.0,False,Rejected
Christina Robinson,Schneiderbury,113695,340,27650,2,45.0,False,Rejected
Tina Hull,Changmouth,78689,698,7246,29,80.0,True,Approved
Shannon Maxwell,North Rhondaborough,44201,327,2926,37,40.0,False,Rejected
Richard Rodriguez,Port Carla,118452,313,17016,24,55.0,False,Rejected
Mark Jimenez,Mackenzieville,60647,725,1201,39,75.0,True,Approved
Jenna Lynch,Denniston,91797,378,21396,38,50.0,False,Rejected
Bryce Fox,Danielport,33280,531,16161,25,25.0,False,Rejected
Grace Johnson,Port Wendy,111205,499,12180,10,55.0,False,Rejected
Jerry Rogers,Jonesview,145898,337,46574,18,50.0,False,Rejected
Joshua Shepard,Port Michaeltown,103584,645,16574,31,70.0,True,Approved
Jessica Burch,New Heatherville,72992,431,28952,1,25.0,False,Rejected
Terri Golden,New Nicolestad,149964,699,27072,38,80.0,True,Approved
Seth Johnson,Lake Stanley,109964,628,49834,13,60.0,True,Approved
Christopher Robinson,Michaelchester,59015,821,37063,11,75.0,True,Approved
Brian Sims,Colemanside,114889,446,41709,13,50.0,False,Rejected
Dr. Donna Mccarty,East Kevinside,38285,305,35590,28,25.0,False,Rejected
Grace Young,South Brandon,113283,539,43279,23,50.0,False,Rejected
Becky Garcia,Shannontown,137984,348,34252,23,55.0,False,Rejected
Lauren Brown MD,North Jennifer,90852,763,17727,37,85.0,True,Approved
Jennifer Harper,Wangshire,149195,684,44042,18,75.0,True,Approved
Maria Malone,Davishaven,121891,602,10514,34,75.0,True,Approved
Lauren Walsh,East Mark,69608,405,20294,1,25.0,False,Rejected
Stacy Hudson,East Pamela,115097,410,13121,14,55.0,False,Rejected
Charles Costa,Elliottton,83516,717,41777,1,50.0,False,Rejected
Kara Sanders MD,Comptontown,45292,752,12397,13,65.0,True,Approved
Tommy Ramsey,West Elizabeth,48320,670,43610,15,50.0,False,Rejected
Kelly Sandoval,Port Loriport,35943,303,23589,26,25.0,False,Rejected
Autumn Thomas,Petersonside,34877,450,27622,37,25.0,False,Rejected
Kimberly Thomas,Claytonside,69893,691,38546,24,60.0,True,Approved
Mark Mclean,North Anna,94569,736,7439,9,75.0,True,Approved
Renee Edwards,Tinaville,45220,557,13585,17,30.0,False,Rejected
Chase Matthews,Melissaview,42739,341,2930,10,40.0,False,Rejected
Danny Smith,Burkefurt,60775,364,4614,7,45.0,False,Rejected
Pamela Gordon,North Elizabethmouth,146294,326,4140,4,50.0,False,Rejected
Anthony Wong,West Crystalland,100457,629,4560,29,75.0,True,Approved
Christopher Soto,Port Brandi,47781,753,43078,26,60.0,True,Approved
Amber Richardson,Josephfort,80940,751,30012,38,80.0,True,Approved
Christopher Klein,Mcclurefurt,89459,721,45000,8,60.0,True,Approved
Haley Peters,Lake Moniquefort,78629,693,4125,10,80.0,True,Approved
Tara Jones,Andrewhaven,117881,846,18222,4,85.0,True,Approved
Christina Chavez,East Stephaniemouth,127404,666,47852,10,65.0,True,Approved
Thomas Morales,Stephensland,121289,775,1697,13,95.0,True,Approved
Stephanie Martin,North Carrietown,100804,688,8380,14,85.0,True,Approved
Cynthia Palmer,Davidfort,84935,653,25640,7,55.0,False,Rejected
Jermaine Vance,Kurtshire,106983,350,48578,10,45.0,False,Rejected
Erica Thomas,Carterton,127290,396,29256,17,55.0,False,Rejected
Sandra Ross,East Rebeccafort,125236,825,12161,11,100.0,True,Approved
Roy Fowler,Shannonshire,50253,849,12953,6,75.0,True,Approved
Debbie Arias,Jacksonside,146052,648,49139,31,65.0,True,Approved
Melissa Kim,Delacruzbury,84379,548,8535,32,50.0,False,Rejected
Michael Flores,West Jeremymouth,115841,323,33297,37,50.0,False,Rejected
Mallory Powell,South Timothyton,42978,712,33536,15,50.0,False,Rejected
Kelly Aguirre,West Kathyfurt,139273,447,6528,10,60.0,True,Approved
Mark Murphy,North Victoria,94139,674,1972,21,80.0,True,Approved
Jillian Garcia,Richardberg,110694,374,35264,11,50.0,False,Rejected
Kenneth Murphy,Novakton,83492,847,45686,17,80.0,True,Approved
Marcus Weaver,East Davidton,66666,638,3222,38,65.0,True,Approved
Crystal Wilkinson,Proctorview,34288,819,20127,8,60.0,True,Approved
Larry Mathis,Lake Christopherstad,120476,762,42029,34,85.0,True,Approved
Tonya Potter,Lake Dianaland,78566,665,12733,15,65.0,True,Approved
Jennifer Myers,New Kayla,58477,491,2718,39,50.0,False,Rejected
James Miller,Lake Courtneymouth,88115,806,41005,34,80.0,True,Approved
Joshua Vincent MD,Wagnerberg,88287,432,21979,33,50.0,False,Rejected
Kathleen Brady,Erintown,60947,708,43175,11,60.0,True,Approved
Rebecca Wood,Nicolestad,142125,699,25965,39,80.0,True,Approved
Jesus Johnson,East Joshuaside,77537,480,49920,21,40.0,False,Rejected
Debra White,Murrayfurt,43022,500,10198,22,35.0,False,Rejected
Lisa Lopez,Lake Stephanie,119873,845,49454,36,85.0,True,Approved
Rachel Greer,Port Shelia,78147,405,23294,25,45.0,False,Rejected
Bobby Becker,Jacobmouth,101364,794,12658,21,90.0,True,Approved
Wayne Jackson,Port Heather,148187,651,35717,38,70.0,True,Approved
Jacqueline Walker,New Jenniferstad,114518,674,2681,31,85.0,True,Approved
Tina Herring,Alexismouth,77012,799,45571,18,75.0,True,Approved
Courtney Lee,Lake Patriciashire,37936,376,8418,30,35.0,False,Rejected
Carmen Gonzalez,Brandiview,82184,338,6636,23,55.0,False,Rejected
Gabriel Murphy,East Jessicastad,66160,519,28491,30,35.0,False,Rejected
Jillian Stewart,New Josephberg,54878,411,19578,5,35.0,False,Rejected
Hector Bryant,Lake Brittanyfort,46011,361,40653,8,20.0,False,Rejected
Adriana Ward,Port Willie,141153,656,27358,10,70.0,True,Approved
Taylor Grant,Butlermouth,138028,818,28231,28,95.0,True,Approved
Diana Huffman,South Janice,89600,822,23104,17,85.0,True,Approved
Gina Chapman,Lauramouth,42015,594,12650,32,45.0,False,Rejected
Tyler Lozano,Port Heathermouth,116870,326,9921,0,45.0,False,Rejected
Amanda Solis,Danielleshire,57801,537,5767,15,50.0,False,Rejected
Shawn Ware,Port Markmouth,114109,370,14654,0,40.0,False,Rejected
John Boyd,Petersburgh,113819,402,19606,19,55.0,False,Rejected
Joseph Jensen,Willisfort,108269,447,33740,14,50.0,False,Rejected
Steven Mccormick,Dawnberg,32799,306,9502,23,30.0,False,Rejected
Victoria Padilla,Keithland,36629,838,15315,11,65.0,True,Approved
Rhonda Rodriguez,East Mary,133126,429,14119,38,55.0,False,Rejected
Ryan Smith,Claireton,73713,686,49384,0,45.0,False,Rejected
Kelly Perry,Mooreside,61925,774,23610,1,60.0,True,Approved
Pamela Powell,Lake Stephenburgh,46505,658,32462,29,40.0,False,Rejected
Paul Cox,Timothyfurt,133150,458,38435,2,40.0,False,Rejected
Luke Dixon,Reyesside,104000,546,48812,6,40.0,False,Rejected
Joshua White,Hornefort,56896,479,5149,29,50.0,False,Rejected
Christina Cobb,New Diana,38992,490,2918,20,40.0,False,Rejected
Christopher Moses,Lake Robert,138765,475,7606,27,60.0,True,Approved
Mary Richards,Joelside,130290,447,16496,10,55.0,False,Rejected
Jack Brandt,West Angela,102641,615,18483,26,70.0,True,Approved
Nathaniel Ford,Robinsonfurt,57152,596,17196,1,40.0,False,Rejected
Debbie King,Carrville,106858,484,30283,38,50.0,False,Rejected
Shannon Gonzales,New Grant,58305,371,11622,3,35.0,False,Rejected
Melvin Carlson,Higginsborough,136568,802,47394,20,90.0,True,Approved
Trevor Bautista,East Edward,143992,400,9828,23,60.0,True,Approved
Richard Roy,East Benjamin,60539,345,18387,35,40.0,False,Rejected
Robert Parks MD,Baileyborough,73064,681,44735,32,60.0,True,Approved
David Nichols,Port Maryton,131498,506,2136,17,60.0,True,Approved
Cynthia Hughes,Port Ashleyshire,49340,628,8174,29,50.0,False,Rejected
Russell Martin,Port Jessica,133369,395,2496,9,55.0,False,Rejected
Carol Mcintosh,Elizabethland,148034,610,14031,30,75.0,True,Approved
Sean Dixon,New Madelinetown,108116,725,31808,5,70.0,True,Approved
Kevin Davis,East Raymondberg,30371,455,8573,13,30.0,False,Rejected
Sean Bradshaw,Ortizberg,66342,354,8547,38,45.0,False,Rejected
Megan Wilson,Powellberg,142513,485,3742,7,55.0,False,Rejected
Amanda Taylor,Dorothyhaven,48964,748,17297,12,65.0,True,Approved
Nicole Lewis,Ashleychester,47038,689,23106,13,50.0,False,Rejected
Mary Gibson,Kimberlyville,100807,453,19484,11,55.0,False,Rejected
Duane Clarke,Garrettberg,62853,645,1572,36,65.0,True,Approved
Vicki Hernandez,Nicholastown,134662,498,46916,23,50.0,False,Rejected
Hannah James PhD,Port Sarahshire,52871,653,9401,37,60.0,True,Approved
Alan Davis DVM,East Joshuachester,44408,667,37024,20,40.0,False,Rejected
Jasmine Farmer,East Meghan,116646,565,5911,9,55.0,False,Rejected
William Conrad,Martinezburgh,143567,790,16126,35,90.0,True,Approved
Antonio George Jr.,South Ronaldshire,33379,322,28023,14,25.0,False,Rejected
Scott Schmidt,West Luisburgh,47275,307,15538,18,30.0,False,Rejected
Anthony Smith,Rebeccafurt,31947,808,37990,40,65.0,True,Approved
Jay Buchanan,West Scottstad,76955,680,19680,27,70.0,True,Approved
Theresa King,East Maryview,133544,772,29454,0,75.0,True,Approved
Justin Hammond,North Jaredchester,133341,535,7578,28,60.0,True,Approved
Phillip Davis,South Zachary,61186,313,34872,6,30.0,False,Rejected
Meagan West,New Anthony,107182,410,23460,3,45.0,False,Rejected
Craig Williams,Garciaton,72437,773,47702,14,70.0,True,Approved
Wayne Hess,Michaelhaven,32068,582,33245,19,40.0,False,Rejected
James Wilson,North Andre,52838,745,12909,22,80.0,True,Approved
Kelsey Kelly,Warnerview,64782,808,2945,13,90.0,True,Approved
Aaron Gonzalez,New Richard,36868,750,17660,27,60.0,True,Approved
Jessica Hernandez,Brendahaven,46614,546,10058,30,35.0,False,Rejected
Anthony Adams,Colemanport,127218,638,42080,37,65.0,True,Approved
Barry Wilson,Chapmanmouth,85176,427,17535,2,40.0,False,Rejected
Matthew Richards,Port Jenniferview,98955,303,21646,15,50.0,False,Rejected
Michelle Stewart,North Jonathan,44896,813,3483,37,80.0,True,Approved
Ronald Underwood,Loganhaven,127735,804,42869,14,90.0,True,Approved
Christina Garza,Port Robertside,38330,599,7688,26,50.0,False,Rejected
Tina Hernandez,Mitchellton,92422,796,32450,36,80.0,True,Approved
David Thompson,Samuelborough,88756,827,44891,37,80.0,True,Approved
Lauren Barr,Romanland,131976,570,11822,27,60.0,True,Approved
Anthony Murray,North Christopher,77453,356,11378,1,35.0,False,Rejected
Mary Green,East Mikeshire,97271,825,40024,32,80.0,True,Approved
Penny West,North Christopher,107812,755,2468,34,95.0,True,Approved
Laurie Roberts,Port Loriland,44293,708,18041,19,50.0,False,Rejected
Caitlyn Martinez,Alejandrabury,89245,750,34216,23,80.0,True,Approved
Adam Thompson,West Amberchester,96039,785,21984,30,85.0,True,Approved
Sandra White,South Anna,59038,606,40038,25,50.0,False,Rejected
Matthew Miller,New Patricia,110623,576,11836,38,55.0,False,Rejected
Kristin Wagner,Barberfurt,35683,788,44554,40,60.0,True,Approved
Andrew Gomez,West Rebeccaland,125321,733,8372,22,85.0,True,Approved
Johnny Arnold,East Tony,132659,529,22843,24,55.0,False,Rejected
Richard Stevens,Whiteton,149111,731,47006,40,75.0,True,Approved
Leonard Reyes,Lake Joseph,143636,739,2679,17,85.0,True,Approved
Erik Brown,East Annville,116363,695,10328,10,85.0,True,Approved
Mrs. Olivia Petersen,Hillside,98347,428,1022,32,55.0,False,Rejected
Toni Osborne,Amandaside,69535,813,15939,39,85.0,True,Approved
Jeffrey Mercer,Mendozahaven,90036,755,40448,36,75.0,True,Approved
Alex Whitaker,West Charlesville,114323,554,24445,38,55.0,False,Rejected
Carla Hoover,Lake Richard,34082,538,14981,30,25.0,False,Rejected
Stephanie Peterson,North Samantha,37972,628,37457,32,40.0,False,Rejected
Gary Greer,East Michaelview,92781,609,33479,9,55.0,False,Rejected
Luis Patterson,Port Jamesport,141057,580,2851,36,75.0,True,Approved
Ryan Harrison,Mosleyland,82640,828,9308,16,90.0,True,Approved
Laura Payne,New Ambertown,85872,710,31259,35,70.0,True,Approved
Devon Ramos,Blackville,119928,531,22394,39,55.0,False,Rejected
Jay Alvarado,Lake Theresa,44150,705,46644,39,50.0,False,Rejected
Emily Hunter,Haleyland,94260,635,23300,37,65.0,True,Approved
Erik Keller,North Christinaburgh,123375,359,46052,30,50.0,False,Rejected
Danielle Mcfarland DVM,West Danielfort,149236,380,28687,3,45.0,False,Rejected
Kyle Mullins,Clarkmouth,88138,554,27921,8,40.0,False,Rejected
Kerry Murphy,South Toddton,39632,325,39936,36,25.0,False,Rejected
Chad Moreno,Haroldport,147868,685,25578,17,80.0,True,Approved
